 (8.640000000000000000e+04+0.000000000000000000e+00j)  (6.048000000000000000e+05+0.000000000000000000e+00j)  (2.592000000000000000e+06+0.000000000000000000e+00j)  (7.776000000000000000e+06+0.000000000000000000e+00j)  (1.575273452839880437e+07+0.000000000000000000e+00j)  (3.153600000000000000e+07+0.000000000000000000e+00j)  (6.307200000000000000e+07+0.000000000000000000e+00j)  (1.576800000000000000e+08+0.000000000000000000e+00j)  (3.153600000000000000e+08+0.000000000000000000e+00j)
 (4.528891164885907301e+02+0.000000000000000000e+00j)  (3.278541576782030234e+02+0.000000000000000000e+00j)  (2.107605924844482388e+02+0.000000000000000000e+00j)  (1.349937675734909135e+02+0.000000000000000000e+00j)  (9.800166497648660879e+01+0.000000000000000000e+00j)  (6.510276616444377851e+01+0.000000000000000000e+00j)  (3.447176194919745740e+01+0.000000000000000000e+00j)  (1.161868297332364364e+01+0.000000000000000000e+00j)  (4.560707753579322343e+00+0.000000000000000000e+00j)
