 (8.640000000000000000e+04+0.000000000000000000e+00j)  (6.048000000000000000e+05+0.000000000000000000e+00j)  (2.592000000000000000e+06+0.000000000000000000e+00j)  (7.776000000000000000e+06+0.000000000000000000e+00j)  (2.066556703506087884e+07+0.000000000000000000e+00j)  (3.153600000000000000e+07+0.000000000000000000e+00j)  (6.307200000000000000e+07+0.000000000000000000e+00j)  (1.576800000000000000e+08+0.000000000000000000e+00j)  (3.153600000000000000e+08+0.000000000000000000e+00j)
 (3.197174351872974967e+02+0.000000000000000000e+00j)  (2.365846055610654730e+02+0.000000000000000000e+00j)  (1.555393439258310764e+02+0.000000000000000000e+00j)  (1.008200545011375198e+02+0.000000000000000000e+00j)  (6.475259223608918546e+01+0.000000000000000000e+00j)  (5.137391145122137459e+01+0.000000000000000000e+00j)  (2.822332750268515156e+01+0.000000000000000000e+00j)  (9.768525580273603737e+00+0.000000000000000000e+00j)  (3.877315697218250534e+00+0.000000000000000000e+00j)
